gene_claim_name,gene_concept_id,Gene_name,interaction_source_db_name,interaction_source_db_version,interaction_type,interaction_score,drug_claim_name,drug_concept_id,drug_name,approved,immunotherapy,anti_neoplastic,ATC_Code,ATC_Category
CYP2C9,hgnc:2623,CYP2C9,DTC,5-Jun-23,,0.015383426,HESPERETIN,rxcui:1314255,HESPERETIN,True,False,False,,
CBX1,hgnc:1551,CBX1,DTC,5-Jun-23,,0.062744738,CLOFAZIMINE,rxcui:2592,CLOFAZIMINE,True,False,False,,
CYP2C9,hgnc:2623,CYP2C9,DTC,5-Jun-23,,0.004326588,ESCITALOPRAM,rxcui:2556,CITALOPRAM,True,False,False,,
CYP3A4,hgnc:2637,CYP3A4,DTC,5-Jun-23,,0.007421675,SAQUINAVIR MESYLATE,rxcui:859857,SAQUINAVIR MESYLATE,True,False,False,,
ABL1,hgnc:76,ABL1,FDA,5-Jun-23,,0.213309417,Blinatumomab,rxcui:1597258,BLINATUMOMAB,True,False,False,,
BCR,hgnc:1014,BCR,FDA,5-Jun-23,,0.842572199,Blinatumomab,rxcui:1597258,BLINATUMOMAB,True,False,False,,
IFNL3,hgnc:18365,IFNL3,FDA,5-Jun-23,,2.359202156,Ombitasvir,rxcui:1597371,OMBITASVIR,True,False,False,,
G6PD,hgnc:4057,G6PD,FDA,5-Jun-23,,0.060804179,Dapsone,rxcui:3108,DAPSONE,True,False,False,,
BCR,hgnc:1014,BCR,FDA,5-Jun-23,,0.166140997,Dasatinib,rxcui:1546019,DASATINIB ANHYDROUS,True,False,True,,
G6PD,hgnc:4057,G6PD,FDA,5-Jun-23,,0.093544891,Chloroprocaine,rxcui:20859,CHLOROPROCAINE,True,False,False,,
PDGFRB,hgnc:8804,PDGFRB,FDA,5-Jun-23,,0.121951239,Imatinib,rxcui:282388,IMATINIB,True,False,True,L01XE01,Antineoplastic agents
G6PD,hgnc:4057,G6PD,FDA,5-Jun-23,,0.135120398,Glipizide,rxcui:4821,GLIPIZIDE,True,False,False,,
PDGFRA,hgnc:8803,PDGFRA,FDA,5-Jun-23,,0.322986009,Imatinib,rxcui:282388,IMATINIB,True,False,True,L01XE01,Antineoplastic agents
G6PD,hgnc:4057,G6PD,FDA,5-Jun-23,,0.071534329,Mepivacaine,rxcui:203185,MEPIVACAINE HYDROCHLORIDE,True,False,False,,
HLA-DQA1,hgnc:4942,HLA-DQA1,FDA,5-Jun-23,,1.134231806,Lapatinib,rxcui:480167,LAPATINIB,True,False,True,L01XE07,Antineoplastic agents
HLA-DQA1,hgnc:4942,HLA-DQA1,FDA,5-Jun-23,,1.134231806,Lapatinib,rxcui:480167,LAPATINIB,True,False,True,,EGFR and HER2 Inhibitor
TTR,hgnc:12405,TTR,FDA,5-Jun-23,,23.59202156,Inotersen,rxcui:2099289,INOTERSEN,True,False,False,,
G6PD,hgnc:4057,G6PD,FDA,5-Jun-23,,0.016433562,Methylene Blue,rxcui:2198975,METHYLENE BLUE ANHYDROUS,True,False,False,,
CYP2D6,hgnc:2625,CYP2D6,FDA,5-Jun-23,,0.097649096,Mirabegron,rxcui:1300786,MIRABEGRON,True,False,False,,
CYP2D6,hgnc:2625,CYP2D6,FDA,5-Jun-23,,0.041849613,Protriptyline,rxcui:8886,PROTRIPTYLINE,True,False,False,,
BRAF,hgnc:1097,BRAF,FDA,5-Jun-23,,0.082837154,Pembrolizumab,rxcui:1547545,PEMBROLIZUMAB,True,True,True,,
ALK,hgnc:427,ALK,FDA,5-Jun-23,,0.078745065,Pembrolizumab,rxcui:1547545,PEMBROLIZUMAB,True,True,True,,
CYP2C9,hgnc:2623,CYP2C9,FDA,5-Jun-23,,0.0143225,Warfarin,rxcui:11289,WARFARIN,True,False,False,,
BRAF,hgnc:1097,BRAF,FDA,5-Jun-23,,1.686865689,Trametinib,rxcui:1425098,TRAMETINIB DIMETHYL SULFOXIDE,True,False,True,L01XE25,Antineoplastic agents
KIT,hgnc:6342,KIT,MyCancerGenome,20-Jun-17,inhibitor,0.273055805,MIDOSTAURIN,rxcui:1919083,MIDOSTAURIN,True,False,True,L01XE39,Antineoplastic agents
KIT,hgnc:6342,KIT,MyCancerGenome,20-Jun-17,inhibitor,0.045509301,PAZOPANIB,rxcui:714438,PAZOPANIB,True,False,True,,
MET,hgnc:7029,MET,MyCancerGenome,20-Jun-17,inhibitor,0.429466412,CABOZANTINIB,rxcui:1363267,CABOZANTINIB S-MALATE,True,False,True,L01XE26,Antineoplastic agents
MTOR,hgnc:3942,MTOR,MyCancerGenome,20-Jun-17,inhibitor,0.073297499,MLN0128,rxcui:2395271,SAPANISERTIB,True,False,True,,
RET,hgnc:9967,RET,MyCancerGenome,20-Jun-17,inhibitor,0.835550764,CABOZANTINIB,rxcui:1363267,CABOZANTINIB S-MALATE,True,False,True,L01XE26,Antineoplastic agents
RET,hgnc:9967,RET,MyCancerGenome,20-Jun-17,inhibitor,0.177574356,REGORAFENIB,rxcui:1312397,REGORAFENIB,True,False,True,,
RAF1,hgnc:9829,RAF1,MyCancerGenome,20-Jun-17,inhibitor,0.228309886,REGORAFENIB,rxcui:1312397,REGORAFENIB,True,False,True,,
RET,hgnc:9967,RET,MyCancerGenome,20-Jun-17,inhibitor,0.662232184,SUNITINIB,rxcui:357977,SUNITINIB,True,False,True,,
BRAF,hgnc:1097,BRAF,MyCancerGenome,20-Jun-17,inhibitor,0.096197986,REGORAFENIB,rxcui:1312397,REGORAFENIB,True,False,True,,
FLT4,hgnc:3767,FLT4,MyCancerGenome,20-Jun-17,inhibitor,0.090599161,REGORAFENIB,rxcui:1312397,REGORAFENIB,True,False,True,,
MS4A1,hgnc:7315,MS4A1,MyCancerGenome,20-Jun-17,antibody,11.34231806,OFATUMUMAB,rxcui:712566,OFATUMUMAB,True,True,True,,
KDR,hgnc:6307,KDR,MyCancerGenome,20-Jun-17,inhibitor,0.155757185,CABOZANTINIB,rxcui:1363267,CABOZANTINIB S-MALATE,True,False,True,L01XE26,Antineoplastic agents
KDR,hgnc:6307,KDR,MyCancerGenome,20-Jun-17,inhibitor,0.131163945,SUNITINIB,rxcui:357977,SUNITINIB,True,False,True,,
FLT1,hgnc:3763,FLT1,MyCancerGenomeClinicalTrial,30-Feburary-2014,inhibitor,0.036569974,SORAFENIB,rxcui:495881,SORAFENIB,True,False,True,L01XE05,Antineoplastic agents
KIT,hgnc:6342,KIT,MyCancerGenomeClinicalTrial,30-Feburary-2014,inhibitor,0.273055805,4'-N-BENZOYLSTAUROSPORINE,rxcui:1919083,MIDOSTAURIN,True,False,True,L01XE39,Antineoplastic agents
PIK3CD,hgnc:8977,PIK3CD,MyCancerGenomeClinicalTrial,30-Feburary-2014,inhibitor,0.059455699,BYL719,rxcui:2169285,ALPELISIB,True,False,True,,
MAP2K2,hgnc:6842,MAP2K2,MyCancerGenomeClinicalTrial,30-Feburary-2014,inhibitor,0.219419843,SELUMETINIB,rxcui:2289380,SELUMETINIB,True,False,True,,
RET,hgnc:9967,RET,MyCancerGenomeClinicalTrial,30-Feburary-2014,inhibitor,0.835550764,CABOZANTINIB,rxcui:1363267,CABOZANTINIB S-MALATE,True,False,True,L01XE26,Antineoplastic agents
MAP2K2,hgnc:6842,MAP2K2,MyCancerGenomeClinicalTrial,30-Feburary-2014,inhibitor,0.11234296,DABRAFENIB MESYLATE,rxcui:1424911,DABRAFENIB,True,False,True,L01XE23,Antineoplastic agents
MAP2K3,hgnc:6843,MAP2K3,MyCancerGenomeClinicalTrial,30-Feburary-2014,inhibitor,0.262133573,DABRAFENIB MESYLATE,rxcui:1424911,DABRAFENIB,True,False,True,L01XE23,Antineoplastic agents
MAP2K4,hgnc:6844,MAP2K4,MyCancerGenomeClinicalTrial,30-Feburary-2014,inhibitor,0.262133573,DABRAFENIB MESYLATE,rxcui:1424911,DABRAFENIB,True,False,True,L01XE23,Antineoplastic agents
MET,hgnc:7029,MET,MyCancerGenomeClinicalTrial,30-Feburary-2014,inhibitor,0.429466412,CABOZANTINIB,rxcui:1363267,CABOZANTINIB S-MALATE,True,False,True,L01XE26,Antineoplastic agents
ABCB1,hgnc:40,ABCB1,NCI,14-Sep-17,,0.020009065,CORTISOL,rxcui:103468,HYDROCORTISONE BUTYRATE,True,False,False,,
ABCC1,hgnc:51,ABCC1,NCI,14-Sep-17,,0.041302559,DIPYRIDAMOLE,rxcui:3521,DIPYRIDAMOLE,True,False,False,B01AC07,Antithrombotic agents
ABCC1,hgnc:51,ABCC1,NCI,14-Sep-17,,0.041302559,DIPYRIDAMOLE,rxcui:3521,DIPYRIDAMOLE,True,False,False,,Platelet Aggregation Inhibitor
ABCC1,hgnc:51,ABCC1,NCI,14-Sep-17,,0.055432381,CSA,rxcui:3008,CYCLOSPORINE,True,True,False,,
ABCG2,hgnc:74,ABCG2,NCI,14-Sep-17,,0.181756715,NITROFURANTOIN,rxcui:235559,"NITROFURANTOIN, MACROCRYSTALS",True,False,False,,
ABCG2,hgnc:74,ABCG2,NCI,14-Sep-17,,0.042842654,IMATINIB,rxcui:282388,IMATINIB,True,False,True,L01XE01,Antineoplastic agents
ACP5,hgnc:124,ACP5,NCI,14-Sep-17,,2.621335729,G-CSF,rxcui:70167,LENOGRASTIM,True,False,False,,
AFP,hgnc:317,AFP,NCI,14-Sep-17,,0.277553195,BLEOMYCIN,rxcui:1622,BLEOMYCIN,True,False,True,,
AGT,hgnc:333,AGT,NCI,14-Sep-17,,0.177117279,CORTISOL,rxcui:103468,HYDROCORTISONE BUTYRATE,True,False,False,,
ADRB2,hgnc:286,ADRB2,NCI,14-Sep-17,,0.200297989,ISOPROTERENOL,rxcui:6054,ISOPROTERENOL,True,False,False,,
AGT,hgnc:333,AGT,NCI,14-Sep-17,,0.045509301,ADRIAMYCIN,rxcui:142433,DOXORUBICIN HYDROCHLORIDE,True,False,True,,
ALK,hgnc:427,ALK,NCI,14-Sep-17,,0.015749013,IMATINIB,rxcui:282388,IMATINIB,True,False,True,L01XE01,Antineoplastic agents
AMH,hgnc:464,AMH,NCI,14-Sep-17,,0.871626412,DIETHYLSTILBESTROL,rxcui:3390,DIETHYLSTILBESTROL,True,False,False,,
ANPEP,hgnc:500,ANPEP,NCI,14-Sep-17,,0.059696411,CYCLOSPORINE,rxcui:3008,CYCLOSPORINE,True,True,False,,
AMH,hgnc:464,AMH,NCI,14-Sep-17,,0.871626412,DES,rxcui:3390,DIETHYLSTILBESTROL,True,False,False,,
ALDH2,hgnc:404,ALDH2,NCI,14-Sep-17,,0.284241224,ETHANOL,rxcui:216449,DENATURED ETHANOL,True,False,False,,
APOB,hgnc:603,APOB,NCI,14-Sep-17,,0.537158961,ATORVASTATIN,rxcui:1297766,ATORVASTATIN CALCIUM TRIHYDRATE,True,False,False,,
APOA1,hgnc:600,APOA1,NCI,14-Sep-17,,0.118433843,ETHANOL,rxcui:216449,DENATURED ETHANOL,True,False,False,,
AR,hgnc:644,AR,NCI,14-Sep-17,,0.020526701,ESTRADIOL BENZOATE,rxcui:60661,ESTRADIOL 3-BENZOATE,True,False,False,,
BCL2,hgnc:990,BCL2,NCI,14-Sep-17,,0.03374145,NDGA,rxcui:227239,MASOPROCOL,True,False,False,,
BDNF,hgnc:1033,BDNF,NCI,14-Sep-17,,0.11234296,ESTRADIOL BENZOATE,rxcui:60661,ESTRADIOL 3-BENZOATE,True,False,False,,
BDNF,hgnc:1033,BDNF,NCI,14-Sep-17,,0.074895307,INOSITOL,rxcui:5833,INOSITOL,True,False,False,No ATC code,Nutraceutical
BDNF,hgnc:1033,BDNF,NCI,14-Sep-17,,0.374476533,NYSTATIN,rxcui:7597,NYSTATIN,True,False,False,,
BGLAP,hgnc:1043,BGLAP,NCI,14-Sep-17,,0.273055805,BECLOMETHASONE DIPROPIONATE,rxcui:1347,BECLOMETHASONE,True,False,False,,
BGLAP,hgnc:1043,BGLAP,NCI,14-Sep-17,,0.093619133,ACTINOMYCIN D,rxcui:3100,DACTINOMYCIN,True,False,False,,
BGLAP,hgnc:1043,BGLAP,NCI,14-Sep-17,,0.252051512,VITAMIN D,rxcui:11253,VITAMIN D,True,False,False,,
BGLAP,hgnc:1043,BGLAP,NCI,14-Sep-17,,0.053715896,TAMOXIFEN,rxcui:10324,TAMOXIFEN,True,False,True,,
BTF3L1,hgnc:1126,BTF3P11,NCI,14-Sep-17,,2.621335729,G-CSF,rxcui:70167,LENOGRASTIM,True,False,False,,
BRCA1,hgnc:1100,BRCA1,NCI,14-Sep-17,,0.072776375,TAMOXIFEN,rxcui:10324,TAMOXIFEN,True,False,True,,
BTF3L1,hgnc:1126,BTF3P11,NCI,14-Sep-17,,1.572801437,AMSACRINE,rxcui:739,AMSACRINE,True,False,True,,
CCL11,hgnc:10610,CCL11,NCI,14-Sep-17,,2.457502246,MOMETASONE FUROATE,rxcui:108118,MOMETASONE,True,False,False,,
CCKBR,hgnc:1571,CCKBR,NCI,14-Sep-17,,0.655333932,INOSITOL,rxcui:5833,INOSITOL,True,False,False,No ATC code,Nutraceutical
CAV1,hgnc:1527,CAV1,NCI,14-Sep-17,,0.355301529,ETHANOL,rxcui:216449,DENATURED ETHANOL,True,False,False,,
CCKBR,hgnc:1571,CCKBR,NCI,14-Sep-17,,0.177117279,MORPHINE,rxcui:32926,PAREGORIC,True,False,False,,
CCND1,hgnc:1582,CCND1,NCI,14-Sep-17,,0.093619133,ACETAMINOPHEN,rxcui:161,ACETAMINOPHEN,True,False,False,,
CD40LG,hgnc:11935,CD40LG,NCI,14-Sep-17,,0.073267148,IMATINIB,rxcui:282388,IMATINIB,True,False,True,L01XE01,Antineoplastic agents
CD5,hgnc:1685,CD5,NCI,14-Sep-17,,0.786400719,INOSITOL,rxcui:5833,INOSITOL,True,False,False,No ATC code,Nutraceutical
CD55,hgnc:2665,CD55,NCI,14-Sep-17,,0.284241224,ETHANOL,rxcui:216449,DENATURED ETHANOL,True,False,False,,
CDKN1A,hgnc:1784,CDKN1A,NCI,14-Sep-17,,0.181198322,L-PAM,rxcui:6718,MELPHALAN,True,False,True,,
CDK4,hgnc:1773,CDK4,NCI,14-Sep-17,,0.29787906,PROGESTIN,ncit:C776,PROGESTIN,True,False,False,,
CETP,hgnc:1869,CETP,NCI,14-Sep-17,,0.526607624,9-CIS RETINOIC ACID,rxcui:81864,ALITRETINOIN,True,False,True,,
CFLAR,hgnc:1876,CFLAR,NCI,14-Sep-17,,1.296264921,FINASTERIDE,rxcui:25025,FINASTERIDE,True,False,False,,
CP,hgnc:2295,CP,NCI,14-Sep-17,,0.162703597,DES,rxcui:3390,DIETHYLSTILBESTROL,True,False,False,,
CP,hgnc:2295,CP,NCI,14-Sep-17,,0.162703597,ISOPROTERENOL,rxcui:6054,ISOPROTERENOL,True,False,False,,
COIL,hgnc:2184,COIL,NCI,14-Sep-17,,1.123429598,ACTINOMYCIN D,rxcui:3100,DACTINOMYCIN,True,False,False,,
CP,hgnc:2295,CP,NCI,14-Sep-17,,0.674057759,PENICILLAMINE,rxcui:7975,PENICILLAMINE,True,False,False,,
CSF2,hgnc:2434,CSF2,NCI,14-Sep-17,,0.018949415,ETHANOL,rxcui:216449,DENATURED ETHANOL,True,False,False,,
CSF2,hgnc:2434,CSF2,NCI,14-Sep-17,,0.034191336,NORDIHYDROGUAIARETIC ACID,rxcui:227239,MASOPROCOL,True,False,False,,
CSF2,hgnc:2434,CSF2,NCI,14-Sep-17,,0.393200359,SODIUM SALICYLATE,rxcui:9907,SODIUM SALICYLATE,True,False,False,,
CTLA4,hgnc:2505,CTLA4,NCI,14-Sep-17,,0.231294329,BLEOMYCIN,rxcui:1622,BLEOMYCIN,True,False,True,,
CTLA4,hgnc:2505,CTLA4,NCI,14-Sep-17,,0.106270367,THALIDOMIDE,rxcui:10432,THALIDOMIDE,True,True,True,L04AX02,Immunosuppressants
CYP19A1,hgnc:2594,CYP19A1,NCI,14-Sep-17,,0.096847379,ISOPROTERENOL,rxcui:6054,ISOPROTERENOL,True,False,False,,
CYP1A2,hgnc:2596,CYP1A2,NCI,14-Sep-17,,0.040328242,LEUPRORELIN ACETATE,rxcui:203217,LEUPROLIDE ACETATE,True,False,True,,
CYP1A2,hgnc:2596,CYP1A2,NCI,14-Sep-17,,0.006953145,DES,rxcui:3390,DIETHYLSTILBESTROL,True,False,False,,
CYP24A1,hgnc:2602,CYP24A1,NCI,14-Sep-17,,1.134231806,VITAMIN D,rxcui:11253,VITAMIN D,True,False,False,,
CYP3A5,hgnc:2638,CYP3A5,NCI,14-Sep-17,,0.135742356,ATROPINE,rxcui:1223,ATROPINE,True,False,False,,
CYP3A43,hgnc:17450,CYP3A43,NCI,14-Sep-17,,1.685144397,CHLORZOXAZONE,rxcui:2410,CHLORZOXAZONE,True,False,False,,
CYP3A43,hgnc:17450,CYP3A43,NCI,14-Sep-17,,0.443459052,KETOCONAZOLE,rxcui:6135,KETOCONAZOLE,True,False,False,,
CYP3A4,hgnc:2637,CYP3A4,NCI,14-Sep-17,,0.001908431,IMATINIB,rxcui:282388,IMATINIB,True,False,True,L01XE01,Antineoplastic agents
DDIT3,hgnc:2726,DDIT3,NCI,14-Sep-17,,0.078378809,ACTINOMYCIN D,rxcui:3100,DACTINOMYCIN,True,False,False,,
DDIT3,hgnc:2726,DDIT3,NCI,14-Sep-17,,0.391894046,PENICILLAMINE,rxcui:7975,PENICILLAMINE,True,False,False,,
DHFR,hgnc:2861,DHFR,NCI,14-Sep-17,,0.074375856,TAMOXIFEN,rxcui:10324,TAMOXIFEN,True,False,True,,
DPYD,hgnc:3012,DPYD,NCI,14-Sep-17,,0.45524913,5-FU,rxcui:4492,FLUOROURACIL,True,False,True,L01BC02,Pyrimidine analogues
ERBB2,hgnc:3430,ERBB2,NCI,14-Sep-17,,0.027860205,DES,rxcui:3390,DIETHYLSTILBESTROL,True,False,False,,
F2R,hgnc:3537,F2R,NCI,14-Sep-17,,0.401224856,PROSTAGLANDIN E1,rxcui:598,ALPROSTADIL,True,False,False,,
F2R,hgnc:3537,F2R,NCI,14-Sep-17,,0.151814811,THALIDOMIDE,rxcui:10432,THALIDOMIDE,True,True,True,L04AX02,Immunosuppressants
FASN,hgnc:3594,FASN,NCI,14-Sep-17,,0.031506439,ADRIAMYCIN,rxcui:142433,DOXORUBICIN HYDROCHLORIDE,True,False,True,,
FCGR3A,hgnc:3619,FCGR3A,NCI,14-Sep-17,,0.031042134,CYCLOSPORINE,rxcui:3008,CYCLOSPORINE,True,True,False,,
FPGS,hgnc:3824,FPGS,NCI,14-Sep-17,,0.556415603,5-FU,rxcui:4492,FLUOROURACIL,True,False,True,L01BC02,Pyrimidine analogues
FOS,hgnc:3796,FOS,NCI,14-Sep-17,,0.38802667,BROMOCRIPTINE,rxcui:1760,BROMOCRIPTINE,True,False,False,,
GABBR1,hgnc:4070,GABBR1,NCI,14-Sep-17,,2.949002695,BACLOFEN,rxcui:1292,BACLOFEN,True,False,False,,
GABPA,hgnc:4071,GABPA,NCI,14-Sep-17,,0.258684447,CSA,rxcui:3008,CYCLOSPORINE,True,True,False,,
FXN,hgnc:3951,FXN,NCI,14-Sep-17,,0.395839288,CISPLATIN,rxcui:2555,CISPLATIN,True,False,True,,
GABPA,hgnc:4071,GABPA,NCI,14-Sep-17,,0.136527903,DOX,rxcui:142433,DOXORUBICIN HYDROCHLORIDE,True,False,True,,
GAPDH,hgnc:4141,GAPDH,NCI,14-Sep-17,,0.101777487,TAMOXIFEN,rxcui:10324,TAMOXIFEN,True,False,True,,
GCG,hgnc:4191,GCG,NCI,14-Sep-17,,0.348994402,VITAMIN D,rxcui:11253,VITAMIN D,True,False,False,,
GCLC,hgnc:4311,GCLC,NCI,14-Sep-17,,0.236867686,ETHANOL,rxcui:216449,DENATURED ETHANOL,True,False,False,,
GNRHR,hgnc:4421,GNRHR,NCI,14-Sep-17,,2.764690026,BUSERELIN,rxcui:1825,BUSERELIN,True,False,False,,
GRP,hgnc:4605,GRP,NCI,14-Sep-17,,1.00820605,NALOXONE,rxcui:203192,NALOXONE HYDROCHLORIDE,True,False,False,,
GSTP1,hgnc:4638,GSTP1,NCI,14-Sep-17,,0.089363718,BUTYRATE,rxcui:1362696,BUTYRIC ACID,True,False,False,,Nutraceutical
GSTP1,hgnc:4638,GSTP1,NCI,14-Sep-17,,0.01365279,ADRIAMYCIN,rxcui:142433,DOXORUBICIN HYDROCHLORIDE,True,False,True,,
GSTP1,hgnc:4638,GSTP1,NCI,14-Sep-17,,0.019791964,CISPLATIN,rxcui:2555,CISPLATIN,True,False,True,,
GSTT1,hgnc:4641,GSTT1,NCI,14-Sep-17,,0.210267572,ERYTHROPOIETIN,rxcui:105694,EPOETIN ALFA,True,False,False,,
H2AFX,hgnc:4739,H2AX,NCI,14-Sep-17,,1.387765974,TEMOZOLOMIDE,rxcui:37776,TEMOZOLOMIDE,True,False,True,,
GUCA2B,hgnc:4683,GUCA2B,NCI,14-Sep-17,,11.79601078,POLYETHYLENE GLYCOL,rxcui:1310594,POLYETHYLENE GLYCOL 4000,True,False,False,,
HEXB,hgnc:4879,HEXB,NCI,14-Sep-17,,0.193377226,TAMOXIFEN,rxcui:10324,TAMOXIFEN,True,False,True,,
HEXB,hgnc:4879,HEXB,NCI,14-Sep-17,,0.118751786,CDDP,rxcui:2555,CISPLATIN,True,False,True,,
HMOX1,hgnc:5013,HMOX1,NCI,14-Sep-17,,2.621335729,ZNCL2,rxcui:39937,ZINC CHLORIDE,True,False,False,,
HMOX1,hgnc:5013,HMOX1,NCI,14-Sep-17,,0.187238266,ASPIRIN,rxcui:1191,ASPIRIN,True,False,True,,
HSPA4,hgnc:5237,HSPA4,NCI,14-Sep-17,,2.743258321,PHOTOFRIN,rxcui:23066,DIHEMATOPORPHYRIN ETHER,True,False,False,,
HSPA4,hgnc:5237,HSPA4,NCI,14-Sep-17,,0.05963605,NDGA,rxcui:227239,MASOPROCOL,True,False,False,,
HSPB2,hgnc:5247,HSPB2,NCI,14-Sep-17,,0.119392822,CSA,rxcui:3008,CYCLOSPORINE,True,True,False,,
HTR4,hgnc:5299,HTR4,NCI,14-Sep-17,,0.126025756,FLUOXETINE,rxcui:227224,FLUOXETINE HYDROCHLORIDE,True,False,False,N06AB03,Antidepressants
HTR4,hgnc:5299,HTR4,NCI,14-Sep-17,,0.020299451,CISPLATIN,rxcui:2555,CISPLATIN,True,False,True,,
HSPA8,hgnc:5241,HSPA8,NCI,14-Sep-17,,0.163833483,ACETAMINOPHEN,rxcui:161,ACETAMINOPHEN,True,False,False,,
HSPB2,hgnc:5247,HSPB2,NCI,14-Sep-17,,0.148751712,TAMOXIFEN,rxcui:10324,TAMOXIFEN,True,False,True,,
IFI27,hgnc:5397,IFI27,NCI,14-Sep-17,,2.268463611,VITAMIN D,rxcui:11253,VITAMIN D,True,False,False,,
IFNG,hgnc:5438,IFNG,NCI,14-Sep-17,,0.16851444,TRASTUZUMAB,rxcui:2103478,TRASTUZUMAB-DKST,True,True,True,,
IFNG,hgnc:5438,IFNG,NCI,14-Sep-17,,0.100306214,PREDNISONE,rxcui:8640,PREDNISONE,True,False,False,,
IGF2,hgnc:5466,IGF2,NCI,14-Sep-17,,1.09222322,L-GLUTAMINE,rxcui:4885,GLUTAMINE,True,False,False,,
IL1B,hgnc:5992,IL1B,NCI,14-Sep-17,,0.062511981,CORTISOL,rxcui:103468,HYDROCORTISONE BUTYRATE,True,False,False,,
IL1R1,hgnc:5993,IL1R1,NCI,14-Sep-17,,0.109323548,ETHANOL,rxcui:216449,DENATURED ETHANOL,True,False,False,,
IL2,hgnc:6001,IL2,NCI,14-Sep-17,,0.117023916,BROMOCRIPTINE,rxcui:1760,BROMOCRIPTINE,True,False,False,,
IL2RA,hgnc:6008,IL2RA,NCI,14-Sep-17,,0.037187928,ATORVASTATIN,rxcui:1297766,ATORVASTATIN CALCIUM TRIHYDRATE,True,False,False,,
IL6,hgnc:6018,IL6,NCI,14-Sep-17,,0.267483238,SAQUINAVIR,rxcui:83395,SAQUINAVIR,True,False,False,,
IL6R,hgnc:6019,IL6R,NCI,14-Sep-17,,0.245239309,THALIDOMIDE,rxcui:10432,THALIDOMIDE,True,True,True,L04AX02,Immunosuppressants
IL8,hgnc:6025,CXCL8,NCI,14-Sep-17,,0.71926895,CIDOFOVIR,rxcui:1546007,CIDOFOVIR ANHYDROUS,True,False,False,,
ITGA2B,hgnc:6138,ITGA2B,NCI,14-Sep-17,,0.21064305,ASPIRIN,rxcui:1191,ASPIRIN,True,False,True,,
ITGAL,hgnc:6148,ITGAL,NCI,14-Sep-17,,0.262133573,RECOMBINANT INTERFERON BETA-1A,rxcui:75917,INTERFERON BETA-1A,True,False,False,,
ITGB2,hgnc:6155,ITGB2,NCI,14-Sep-17,,0.819167415,MMF,rxcui:1546433,MONOMETHYL FUMARATE,True,False,False,,
ITGB2,hgnc:6155,ITGB2,NCI,14-Sep-17,,0.078015944,PREDNISONE,rxcui:8640,PREDNISONE,True,False,False,,
JAG1,hgnc:6188,JAG1,NCI,14-Sep-17,,3.188111021,CORTISOL,rxcui:103468,HYDROCORTISONE BUTYRATE,True,False,False,,
KLK3,hgnc:6364,KLK3,NCI,14-Sep-17,,0.06237975,TAMOXIFEN,rxcui:10324,TAMOXIFEN,True,False,True,,
LEP,hgnc:6553,LEP,NCI,14-Sep-17,,0.307187781,BROMOCRIPTINE,rxcui:1760,BROMOCRIPTINE,True,False,False,,
LIF,hgnc:6596,LIF,NCI,14-Sep-17,,0.282201215,5-AZA-2&APOS;-DEOXYCYTIDINE,rxcui:15657,DECITABINE,True,False,True,,
LIF,hgnc:6596,LIF,NCI,14-Sep-17,,0.188134143,AZACYTIDINE,rxcui:1251,AZACITIDINE,True,False,True,L01BC07,Antineoplastic agents
MAPK14,hgnc:6876,MAPK14,NCI,14-Sep-17,,0.018831435,DOX,rxcui:142433,DOXORUBICIN HYDROCHLORIDE,True,False,True,,
MCL1,hgnc:32041,ADAMTSL4-AS1,NCI,14-Sep-17,,0.030638989,ASPIRIN,rxcui:1191,ASPIRIN,True,False,True,,
MGMT,hgnc:7059,MGMT,NCI,14-Sep-17,,0.03598539,CISPLATIN,rxcui:2555,CISPLATIN,True,False,True,,
MGMT,hgnc:7059,MGMT,NCI,14-Sep-17,,0.03598539,CDDP,rxcui:2555,CISPLATIN,True,False,True,,
ME3,hgnc:6985,ME3,NCI,14-Sep-17,,0.337028879,ASPIRIN,rxcui:1191,ASPIRIN,True,False,True,,
MMP1,hgnc:7155,MMP1,NCI,14-Sep-17,,0.589800539,LUPRON,rxcui:203217,LEUPROLIDE ACETATE,True,False,True,,
MYC,hgnc:7553,MYC,NCI,14-Sep-17,,0.077707581,FOLIC ACID,rxcui:4511,FOLIC ACID,True,False,False,,
MYC,hgnc:7553,MYC,NCI,14-Sep-17,,0.106847924,BROMOCRIPTINE,rxcui:1760,BROMOCRIPTINE,True,False,False,,
MYB,hgnc:7545,MYB,NCI,14-Sep-17,,0.190873961,TAXOL,rxcui:56946,PACLITAXEL,True,False,True,L01CD01,Taxanes
NFE2L2,hgnc:7782,NFE2L2,NCI,14-Sep-17,,0.008329928,BLEOMYCIN,rxcui:1622,BLEOMYCIN,True,False,True,,
NOS2,hgnc:7873,NOS2,NCI,14-Sep-17,,0.14893953,FLUOXETINE,rxcui:227224,FLUOXETINE HYDROCHLORIDE,True,False,False,N06AB03,Antidepressants
NOS1,hgnc:7872,NOS1,NCI,14-Sep-17,,0.047033536,GABAPENTIN,rxcui:25480,GABAPENTIN,True,False,False,,
NOS2,hgnc:7873,NOS2,NCI,14-Sep-17,,0.39717208,CONJUGATED ESTROGENS,rxcui:4099,"ESTROGENS, CONJUGATED (USP)",True,False,False,,
